;< 0.5 cm;> 0.5-1 cm;> 1-2 cm;> 2-4 cm;> 4 cm;< 1 year;> 1 year;< 1;1;> 1;egg;larva;nymph;adult;ovoviviparity;isolated eggs, free;isolated eggs, cemented;clutches, cemented or fixed;clutches, free;clutches, terrestrial/in vegetation;asexual reproduction;aquatic passive;aquatic active;aerial passive;aerial active;eggs, statoblasts;cocoons, housings;diapause or dormancy;none;tegument;gill;plastron, spiracle;flier;swimmer;crawler;burrower;interstitial;attached;microorganisms, detritus (< 1mm);dead plant (>= 1mm);living microphytes;living macrophytes;dead animal (>= 1mm);living microinvertebrates;large animals;absorber, deposit feeder;shredder;scraper;filter-feeder;piercer;predator;parasite;river channel;banks, connected side-arms;ponds, pools, disconnected side-arms;marshes, peat bogs;temporary waters;lakes;crenon;epirithron;metarithron;hyporithron;epipotamon;metapotamon;estuary;outside river system;lowlands;piedmont level;alpine level;flags/boulders/cobbles/pebbles;gravel;sand;silt;macrophytes;microphytes;twigs/roots;organic detritus/litter;mud;null;slow (< 25 cm/s);medium (25-50 cm</s);fast (> 50 cm/s);oligotrophic;mesotrophic;eutrophic;freshwater;brackish water;cold (< 15°C);warm (> 15°C);eurythermic;xenosaprobic;oligosaprobic;b-mesosaprobic;a-mesosaprobic;polysaprobic;< 4;> 4-4.5;> 4.5-5;> 5-5.5;> 5.5-6;> 6;;;;;
CODE_TAXON;TAILLE_1;TAILLE_2;TAILLE_3;TAILLE_4;TAILLE_5;LONGEVITE_1;LONGEVITE_2;VOLTINISME_1;VOLTINISME_2;VOLTINISME_3;STADE_AQUATIQUE_1;STADE_AQUATIQUE_2;STADE_AQUATIQUE_3;STADE_AQUATIQUE_4;REPRODUCTION_1;REPRODUCTION_2;REPRODUCTION_3;REPRODUCTION_4;REPRODUCTION_5;REPRODUCTION_6;REPRODUCTION_7;DISPERSION_1;DISPERSION_2;DISPERSION_3;DISPERSION_4;RESISTANCE_1;RESISTANCE_2;RESISTANCE_3;RESISTANCE_4;RESPIRATION_1;RESPIRATION_2;RESPIRATION_3;LOCOMOTION_1;LOCOMOTION_2;LOCOMOTION_3;LOCOMOTION_4;LOCOMOTION_5;LOCOMOTION_6;NOURRITURE_1;NOURRITURE_2;NOURRITURE_3;NOURRITURE_4;NOURRITURE_5;NOURRITURE_6;NOURRITURE_7;ALIMENTATION_1;ALIMENTATION_2;ALIMENTATION_3;ALIMENTATION_4;ALIMENTATION_5;ALIMENTATION_6;ALIMENTATION_7;TRANSVERSAL_1;TRANSVERSAL_2;TRANSVERSAL_3;TRANSVERSAL_4;TRANSVERSAL_5;TRANSVERSAL_6;LONGITUDINAL_1;LONGITUDINAL_2;LONGITUDINAL_3;LONGITUDINAL_4;LONGITUDINAL_5;LONGITUDINAL_6;LONGITUDINAL_7;LONGITUDINAL_8;ALTITUDE_1;ALTITUDE_2;ALTITUDE_3;SUBSTRAT_1;SUBSTRAT_2;SUBSTRAT_3;SUBSTRAT_4;SUBSTRAT_5;SUBSTRAT_6;SUBSTRAT_7;SUBSTRAT_8;SUBSTRAT_9;COURANT_1;COURANT_2;COURANT_3;COURANT_4;TROPHIE_1;TROPHIE_2;TROPHIE_3;SALINITE_1;SALINITE_2;TEMPERATURE_1;TEMPERATURE_2;TEMPERATURE_3;SAPROBIE_1;SAPROBIE_2;SAPROBIE_3;SAPROBIE_4;SAPROBIE_5;PH_1;PH_2;PH_3;PH_4;PH_5;PH_6;GROUPE_BIO;GROUPE_ECO;GROUPE_BIOECO;SPEAR_SENSIBILITE;SPEAR_CLASSE
475;0;1;0;0;0;1;0;0;0.75;0.25;0.5;0.5;0;0;0;0;1;0;0;0;0;0.25;0.25;0.25;0.25;0.75;0;0;0.25;0.25;0.75;0;0;0;1;0;0;0;0.428571429;0.142857143;0.428571429;0;0;0;0;0.5;0.333333333;0.166666667;0;0;0;0;0;0.75;0;0;0;0.25;0;0;0.2;0.3;0.3;0.1;0;0.1;1;0;0;0.181818182;0;0.181818182;0.181818182;0.181818182;0;0.181818182;0.090909091;0;0.25;0.75;0;0;0.25;0.25;0.5;1;0;0;0;1;0;0;0.666666667;0.333333333;0;0;0;0;0;0.25;0.75;f;E;g;-0.3;1
485;0;0.25;0.75;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;0;1;0;0;0;0.4;0.2;0.2;0.2;0;0;0;1;0.25;0.75;0;0;0;0.75;0.25;0;0;0.5;0.125;0.375;0;0;0;0;0;0.4;0.6;0;0;0;0;0;1;0;0;0;0;0.083333333;0.25;0.416666667;0.166666667;0.083333333;0;0;0;0.4;0.4;0.2;0.3;0.2;0.1;0;0;0;0.2;0.1;0.1;0.2;0.4;0.4;0;0.75;0.25;0;1;0;0;0;1;0.166666667;0.5;0.333333333;0;0;0;0;0;0;0.25;0.75;f;C;b;-0.3;1
489;0;0.25;0.75;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;0;1;0;0;0;0.4;0.2;0.2;0.2;0;0;0;1;0.25;0.75;0;0;0;0.75;0.25;0;0;0.5;0.125;0.375;0;0;0;0;0;0.4;0.6;0;0;0;0;0;1;0;0;0;0;0.083333333;0.25;0.416666667;0.166666667;0.083333333;0;0;0;0.4;0.4;0.2;0.3;0.2;0.1;0;0;0;0.2;0.1;0.1;0.2;0.4;0.4;0;0.75;0.25;0;1;0;0;0;1;0.166666667;0.5;0.333333333;0;0;0;0;0;0;0.25;0.75;f;C;b;-0.3;1
491;0;1;0;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.25;0.75;0;0;0;0;0.25;0.25;0.25;0.25;0.5;0;0.25;0.25;0.25;0.75;0;0;0.25;0.75;0;0;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.25;0.75;0;0;0;0;0;0.166666667;0.5;0.166666667;0;0;0.166666667;0;0.166666667;0.25;0.333333333;0.083333333;0.083333333;0;0.083333333;0.75;0.25;0;0;0;0.1;0.1;0.2;0;0.2;0.3;0.1;0;1;0;0;0.25;0.75;0;1;0;0;0;1;0;0.4;0.4;0.2;0;0;0;0;0;0.25;0.75;f;C;g;-0.295014277;1
493;0;1;0;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.25;0.75;0;0;0;0;0.25;0.25;0.25;0.25;0.5;0;0.25;0.25;0.25;0.75;0;0;0.25;0.75;0;0;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.25;0.75;0;0;0;0;0;0.166666667;0.5;0.166666667;0;0;0.166666667;0;0.166666667;0.25;0.333333333;0.083333333;0.083333333;0;0.083333333;0.75;0.25;0;0;0;0.1;0.1;0.2;0;0.2;0.3;0.1;0;1;0;0;0.25;0.75;0;1;0;0;0;1;0;0.4;0.4;0.2;0;0;0;0;0;0.25;0.75;f;C;g;-0.3;1
494;0;1;0;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.25;0.75;0;0;0;0;0.25;0.25;0.25;0.25;0.5;0;0.25;0.25;0.25;0.75;0;0;0.25;0.75;0;0;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.25;0.75;0;0;0;0;0;0.166666667;0.5;0.166666667;0;0;0.166666667;0;0.166666667;0.25;0.333333333;0.083333333;0.083333333;0;0.083333333;0.75;0.25;0;0;0;0.1;0.1;0.2;0;0.2;0.3;0.1;0;1;0;0;0.25;0.75;0;1;0;0;0;1;0;0.4;0.4;0.2;0;0;0;0;0;0.25;0.75;f;C;g;-0.3;1
478;0;0.75;0.25;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.25;0.75;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0;0;0;1;0.25;0.75;0;0;0.285714286;0.571428571;0;0.142857143;0;0.571428572;0.142857143;0.285714286;0;0;0;0;0.75;0.25;0;0;0;0;0;0.1;0.3;0.1;0.1;0.3;0.1;0;0;0.222222222;0.333333333;0.222222222;0;0;0.222222222;0.75;0.25;0;0.166666667;0.083333333;0.083333333;0;0.25;0;0.166666667;0.25;0;0.6;0.4;0;0;0.25;0.75;0;1;0;0;0;1;0;0.2;0.6;0.2;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;D;g;-0.3;1
481;0;0.5;0.5;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0;0;0;1;0.25;0.75;0;0;0.166666667;0.666666667;0.166666667;0;0;0.428571429;0.285714286;0.285714286;0;0;0;0;0.4;0.4;0.2;0;0;0;0;0.428571429;0.428571429;0;0;0;0.142857143;0.1;0.2;0.3;0.2;0.1;0;0;0.1;0.5;0.333333333;0.166666667;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0.181818182;0;0;0.25;0.75;0;0.4;0.4;0.2;1;0;0;0;1;0;0.5;0.333333333;0.166666667;0;0;0;0.125;0.125;0.375;0.375;f;C;b;-0.295014277;1
482;0;0.5;0.5;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0;0;0;1;0.25;0.75;0;0;0.166666667;0.666666667;0.166666667;0;0;0.428571429;0.285714286;0.285714286;0;0;0;0;0.4;0.4;0.2;0;0;0;0;0.428571429;0.428571429;0;0;0;0.142857143;0.1;0.2;0.3;0.2;0.1;0;0;0.1;0.5;0.333333333;0.166666667;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0.181818182;0;0;0.25;0.75;0;0.4;0.4;0.2;1;0;0;0;1;0;0.5;0.333333333;0.166666667;0;0;0;0.125;0.125;0.375;0.375;f;C;b;-0.3;1
483;0;0.5;0.5;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0;0;0;1;0.25;0.75;0;0;0.166666667;0.666666667;0.166666667;0;0;0.428571429;0.285714286;0.285714286;0;0;0;0;0.4;0.4;0.2;0;0;0;0;0.428571429;0.428571429;0;0;0;0.142857143;0.1;0.2;0.3;0.2;0.1;0;0;0.1;0.5;0.333333333;0.166666667;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0.181818182;0;0;0.25;0.75;0;0.4;0.4;0.2;1;0;0;0;1;0;0.5;0.333333333;0.166666667;0;0;0;0.125;0.125;0.375;0.375;f;C;b;-0.3;1
476;0;0.75;0.25;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;0.5;0.5;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.25;0.75;0;0;0;0.6;0;0.4;0;0.5;0;0.5;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0.142857143;0.142857143;0.142857143;0;0.571428571;0.6;0.4;0;0.5;0;0;0;0.333333333;0;0;0.166666667;0;0.5;0.5;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0.25;0.75;f;D;b;-0.3;1
477;0;0.75;0.25;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;0.5;0.5;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.25;0.75;0;0;0;0.6;0;0.4;0;0.5;0;0.5;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0.142857143;0.142857143;0.142857143;0;0.571428571;0.6;0.4;0;0.5;0;0;0;0.333333333;0;0;0.166666667;0;0.5;0.5;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0.25;0.75;f;D;b;-0.3;1
350;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.2;0.6;0;0;0.2;0;0.142857143;0.285714286;0.142857143;0.428571429;1;0;0;0;0.333333333;0.666666667;0;0;0.75;0.25;0;0;0;0.307692308;0.076923077;0.076923077;0.230769231;0.153846154;0;0.153846154;0.285714286;0.142857143;0.428571429;0;0;0.142857143;0;0;0.3;0.1;0.2;0.1;0.3;0.0625;0.125;0.1875;0.1875;0.0625;0.0625;0;0.3125;0.428571429;0.285714286;0.285714286;0;0;0.142857143;0.142857143;0.571428571;0;0;0;0.142857143;0.5;0.5;0;0;0;0.5;0.5;1;0;0;0;1;0;0.428571429;0.428571429;0.142857143;0;0.090909091;0.090909091;0.090909091;0.181818182;0.272727273;0.272727273;f;F;d;-0.295014277;1
351;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.2;0.6;0;0;0.2;0;0.142857143;0.285714286;0.142857143;0.428571429;1;0;0;0;0.333333333;0.666666667;0;0;0.75;0.25;0;0;0;0.307692308;0.076923077;0.076923077;0.230769231;0.153846154;0;0.153846154;0.285714286;0.142857143;0.428571429;0;0;0.142857143;0;0;0.3;0.1;0.2;0.1;0.3;0.0625;0.125;0.1875;0.1875;0.0625;0.0625;0;0.3125;0.428571429;0.285714286;0.285714286;0;0;0.142857143;0.142857143;0.571428571;0;0;0;0.142857143;0.5;0.5;0;0;0;0.5;0.5;1;0;0;0;1;0;0.428571429;0.428571429;0.142857143;0;0.090909091;0.090909091;0.090909091;0.181818182;0.272727273;0.272727273;f;F;d;-0.3;1
352;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.2;0.6;0;0;0.2;0;0.142857143;0.285714286;0.142857143;0.428571429;1;0;0;0;0.333333333;0.666666667;0;0;0.75;0.25;0;0;0;0.307692308;0.076923077;0.076923077;0.230769231;0.153846154;0;0.153846154;0.285714286;0.142857143;0.428571429;0;0;0.142857143;0;0;0.3;0.1;0.2;0.1;0.3;0.0625;0.125;0.1875;0.1875;0.0625;0.0625;0;0.3125;0.428571429;0.285714286;0.285714286;0;0;0.142857143;0.142857143;0.571428571;0;0;0;0.142857143;0.5;0.5;0;0;0;0.5;0.5;1;0;0;0;1;0;0.428571429;0.428571429;0.142857143;0;0.090909091;0.090909091;0.090909091;0.181818182;0.272727273;0.272727273;f;F;d;-0.3;1
394;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.75;0.25;0;0;0;0;0.428571429;0.142857143;0.142857143;0.285714286;1;0;0;0;0.25;0.75;0;0;0.2;0.8;0;0;0;0.5;0;0.5;0;0;0;0;0.285714286;0;0.285714286;0.428571429;0;0;0;0.5;0.5;0;0;0;0;0;0.1;0.1;0.3;0.3;0.2;0;0;1;0;0;0.375;0;0;0;0.375;0;0.25;0;0;0;0;0.4;0.6;0;1;0;1;0;0;0.25;0.75;0;0.25;0.75;0;0;0;0;0;0;0;1;f;C;g;-0.3;1
395;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.75;0.25;0;0;0;0;0.428571429;0.142857143;0.142857143;0.285714286;1;0;0;0;0.25;0.75;0;0;0.2;0.8;0;0;0;0.5;0;0.5;0;0;0;0;0.285714286;0;0.285714286;0.428571429;0;0;0;0.5;0.5;0;0;0;0;0;0.1;0.1;0.3;0.3;0.2;0;0;1;0;0;0.375;0;0;0;0.375;0;0.25;0;0;0;0;0.4;0.6;0;1;0;1;0;0;0.25;0.75;0;0.25;0.75;0;0;0;0;0;0;0;1;f;C;g;-0.3;1
399;0;0.055990274;0.944009726;0;0;0.844327209;0.155672791;0.146913824;0.818050307;0.035035869;0.5;0.5;0;0;0;0.243497264;0.487995645;0.268507092;0;0;0;0.345611688;0.150785315;0.125900749;0.377702247;0.342433457;0;0.19024365;0.467322893;0.25;0.75;0;0;0.123895274;0.844110284;0;0.031994442;0;0.286758818;0.137493015;0.470103771;0.105644397;0;0;0;0.14134531;0.147813405;0.710841285;0;0;0;0;0.679505287;0.213995603;0;0;0;0.10649911;0.084769551;0.224017941;0.259194136;0.196776029;0.151456605;0.041892869;0;0.041892869;0.526726189;0.285308981;0.18796483;0.627701895;0.109563763;0.068753802;0.027943841;0.015925395;0;0.065679938;0.062620664;0.021810703;0.027943841;0.258613842;0.304651301;0.408791017;0.464035278;0.492169886;0.043794836;1;0;0.306334499;0.044710145;0.648955356;0.1886214;0.392599783;0.333988405;0.084790412;0;0.017517935;0.017517935;0.017517935;0.124672797;0.218831801;0.603941598;f;NA;NA;-0.3;1
421;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.295014277;1
425;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.3;1
427;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.3;1
431;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.3;1
3180;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.295014277;1
434;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.3;1
439;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.3;1
440;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.4;0;0.6;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.375;0.375;0.25;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0.176470588;0.176470588;0.294117647;0.117647059;0.117647059;0.058823529;0;0.058823529;0.5;0.333333333;0.166666667;0.5;0.125;0.125;0.125;0;0;0.125;0;0;0.125;0.25;0.375;0.25;0.4;0.6;0;1;0;0.2;0.2;0.6;0.125;0.375;0.375;0.125;0;0;0;0;0.2;0.2;0.6;f;B;b;-0.3;1
3181;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.428571429;0.142857143;0.428571429;0;0;0;0;0;0;1;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0;0.2;0.2;0.2;0.2;0.1;0;0.1;0.6;0.2;0.2;0.571428571;0;0;0;0;0;0.142857143;0.142857143;0.142857143;0;1;0;0;0.25;0.75;0;1;0;0;0;1;0.142857143;0.428571429;0.285714286;0.142857143;0;0;0;0;0;0.25;0.75;f;C;b;-0.295014277;1
5088;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.428571429;0.142857143;0.428571429;0;0;0;0;0;0;1;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0;0.2;0.2;0.2;0.2;0.1;0;0.1;0.6;0.2;0.2;0.571428571;0;0;0;0;0;0.142857143;0.142857143;0.142857143;0;1;0;0;0.25;0.75;0;1;0;0;0;1;0.142857143;0.428571429;0.285714286;0.142857143;0;0;0;0;0;0.25;0.75;f;C;b;-0.3;1
20333;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.375;0.125;0.125;0.375;0.4;0;0.2;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.428571429;0.142857143;0.428571429;0;0;0;0;0;0;1;0;0;0;0;0.5;0.333333333;0;0;0;0.166666667;0;0.2;0.2;0.2;0.2;0.1;0;0.1;0.6;0.2;0.2;0.571428571;0;0;0;0;0;0.142857143;0.142857143;0.142857143;0;1;0;0;0.25;0.75;0;1;0;0;0;1;0.142857143;0.428571429;0.285714286;0.142857143;0;0;0;0;0;0.25;0.75;f;C;b;-0.3;1
400;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0.2;0;0.2;0.6;0.25;0.75;0;0;0;1;0;0;0;0.2;0;0.6;0.2;0;0;0;0.25;0;0.75;0;0;0;0;1;0;0;0;0;0;0.111111111;0.444444444;0.333333333;0.111111111;0;0;0;0;0.285714286;0.428571429;0.285714286;1;0;0;0;0;0;0;0;0;0;0;0.25;0.75;0.75;0.25;0;1;0;0.5;0;0.5;0.333333333;0.5;0.166666667;0;0;0;0;0;0.2;0.2;0.6;f;A;a;-0.3;1
401;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0.2;0;0.2;0.6;0.25;0.75;0;0;0;1;0;0;0;0.2;0;0.6;0.2;0;0;0;0.25;0;0.75;0;0;0;0;1;0;0;0;0;0;0.111111111;0.444444444;0.333333333;0.111111111;0;0;0;0;0.285714286;0.428571429;0.285714286;1;0;0;0;0;0;0;0;0;0;0;0.25;0.75;0.75;0.25;0;1;0;0.5;0;0.5;0.333333333;0.5;0.166666667;0;0;0;0;0;0.2;0.2;0.6;f;A;a;-0.3;1
402;0;0;1;0;0;1;0;0;1;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.285714286;0.142857143;0.142857143;0.428571429;0.2;0;0.2;0.6;0.25;0.75;0;0;0;1;0;0;0;0.2;0;0.6;0.2;0;0;0;0.25;0;0.75;0;0;0;0;1;0;0;0;0;0;0.111111111;0.444444444;0.333333333;0.111111111;0;0;0;0;0.285714286;0.428571429;0.285714286;1;0;0;0;0;0;0;0;0;0;0;0.25;0.75;0.75;0.25;0;1;0;0.5;0;0.5;0.333333333;0.5;0.166666667;0;0;0;0;0;0.2;0.2;0.6;f;A;a;-0.3;1
443;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.375;0.125;0.125;0.375;0.2;0;0.4;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.333333333;0.222222222;0.333333333;0.111111111;0;0;0;0.166666667;0.333333333;0.5;0;0;0;0;0.5;0.25;0;0;0;0.25;0;0.076923077;0.153846154;0.307692308;0.307692308;0.076923077;0;0.076923077;1;0;0;0.454545455;0.181818182;0.090909091;0;0.090909091;0;0.090909091;0.090909091;0;0;0.285714286;0.428571429;0.285714286;0;0.75;0.25;1;0;0;0;1;0;0.2;0.6;0.2;0;0.1;0.1;0.1;0.2;0.2;0.3;f;C;g;-0.295014277;1
444;0;0;1;0;0;0.75;0.25;0.25;0.75;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.375;0.125;0.125;0.375;0.2;0;0.4;0.4;0.25;0.75;0;0;0.166666667;0.833333333;0;0;0;0.333333333;0.222222222;0.333333333;0.111111111;0;0;0;0.166666667;0.333333333;0.5;0;0;0;0;0.5;0.25;0;0;0;0.25;0;0.076923077;0.153846154;0.307692308;0.307692308;0.076923077;0;0.076923077;1;0;0;0.454545455;0.181818182;0.090909091;0;0.090909091;0;0.090909091;0.090909091;0;0;0.285714286;0.428571429;0.285714286;0;0.75;0.25;1;0;0;0;1;0;0.2;0.6;0.2;0;0.1;0.1;0.1;0.2;0.2;0.3;f;C;g;-0.3;1
